https://gb.ru/courses/1192|A/B-тестирование.  A/B-тестирование.|онлайн-курс|1 месяц|None|19800
https://gb.ru/courses/1209|Adobe Photoshop. Основы. видеокурс.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1210|Figma. Начальный уровень. Бесплатный видеокурс.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1211|Визуальный язык и его элементы. Бесплатный видеокурс.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1212|Основы скетчинга. Бесплатный видеокурс.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1213|Adobe Photoshop. Коллажирование. Бесплатный видеокурс.|видеокурс|3 дня|None|бесплатно
https://gb.ru/courses/1236|Видеокурс по Excel. Видеокурс по Excel.|видеокурс|1 месяц|None|29700
https://gb.ru/courses/1307|Креатив в SMM. Креатив в SMM.|онлайн-курс|1 месяц|None|19800
https://gb.ru/courses/1309|HTML/CSS. Интерактивный курс. HTML/CSS. Интерактивный курс.|онлайн-курс|1 месяц|None|16500
https://gb.ru/courses/1351|Совместный курс с AliExpress: «Как увеличить продажи в кризис». Переход из офлайна в онлайн: курс по работе с маркетплейсами от AliExpress Россия и GeekBrains.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1455|Настройка и тестирование веб-аналитики в Google Analytics и Yandex Metrika. Настройка и тестирование веб-аналитики в Google Analytics и Yandex Metrika.|онлайн-курс|1 месяц|[datetime.date(2021, 6, 22)]|19800
https://gb.ru/courses/1457|Анализ эффективности каналов при помощи веб-аналитики. Анализ эффективности каналов при помощи веб-аналитики.|онлайн-курс|3,5 недели|None|19800
https://gb.ru/courses/1537|CRM-маркетинг. CRM-маркетинг.|онлайн-курс|1 месяц|[datetime.date(2021, 6, 7)]|19800
https://gb.ru/courses/1569|Маркетинг в соцсетях. Построение стратегии. Маркетинг в соцсетях. Построение стратегии.|онлайн-курс|3 недели|None|19800
https://gb.ru/courses/1578|Работа с креативами. Работа с креативами.|онлайн-курс|2 недели|None|19800
https://gb.ru/courses/1601|Стратегия продвижения в Инстаграм. Стратегия продвижения в Инстаграм.|онлайн-курс|1,5 месяца|None|19800
https://gb.ru/courses/2553|"Интенсив ""Как запускать продукты быстро и эффективно"". Интенсив ""Как запускать продукты быстро и эффективно""."|онлайн-курс|1 день|None|бесплатно
https://gb.ru/courses/1630|Видеокурс. Adobe Illustrator. Бесплатный видеокурс.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1655|Управление клиентским опытом. Видеокурс.|видеокурс|1 месяц|None|18150
https://gb.ru/courses/1679|Основы проджект-менеджмента. Основы проджект-менеджмента.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1707|Быстрое погружение в продакт-менеджмент. База знаний.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1709|Тест-анализ. Тест-анализ.|онлайн-курс|1 месяц|None|16500
https://gb.ru/courses/1745|Исследования в продуктовом маркетинге. Исследования .|онлайн-курс|1 месяц|None|19800
