Android-разработка|Java/Android-разработчик (с 0 до PRO)|ProductStar|79900||12 мес.|https://productstar.ru/dev-java-full-course
Android-разработка|Android-разработчик|LoftSchool|55250|2021-07-12|2.5 мес.|https://loftschool.com/professions/android/
Android-разработка|Профессия Разработчик мобильных приложений|Skillbox|145440|2021-06-16|24 мес.|https://skillbox.ru/course/profession-mobdev/
Android-разработка|Программист Android|GeekBrains|90000|2021-06-15|7 мес.|https://gb.ru/professions/android_developer
Android-разработка|Курс: Android-devepoler|ProductStar|54900||6 мес.|https://productstar.ru/dev-android-course
Android-разработка|Разработка под Android: продвинутый уровень|LoftSchool|32500|2021-08-23|1 мес.|https://loftschool.com/course/adv-android/
Android-разработка|Мобильный разработчик PRO|Skillbox|47600|2021-06-16|4 мес.|https://skillbox.ru/course/agima/
Android-разработка|Программирование на Kotlin под Android|GeekBrains|15000||1 мес.|https://gb.ru/courses/617
Android-разработка|Разработка под Android: базовый уровень|LoftSchool|28600|2021-07-12|1 мес.|https://loftschool.com/course/android/
Android-разработка|Flutter|Skillbox|32900|2021-06-16|4 мес.|https://skillbox.ru/course/flutter/
Android-разработка|Профессиональная разработка Android-приложений|GeekBrains|15000||1 мес.|https://gb.ru/courses/746
Android-разработка|Android-разработка|Skillbox|||5 зан.|https://live.skillbox.ru/playlists/code/android-razrabotka/|Видеозанятия в записи
Android-разработка|Разработка мобильных приложений с нуля|Нетология|||6 зан.|https://netology.ru/programs/android-free|Видеозанятия в записи
Android-разработка|Андроид-приложение фото дня|GeekBrains|||1 зан.|https://gb.ru/courses/1136|Онлайн-вебинары
Android-разработка|Java для Android-разработчиков|LoftSchool|||13 зан.|https://loftschool.com/modules/336-java-dlya-android-razrabotchikov|Видеозанятия в записи
Android-разработка|Android: Погодное приложение|GeekBrains|||1 зан.|https://gb.ru/courses/1347|Онлайн-вебинары
Создание сайтов|Веб-разработчик с нуля до PRO|Skillbox|68600|2021-06-16|10 мес.|https://skillbox.ru/course/webdev/
Создание сайтов|Веб-разработчик с нуля до трудоустройства|Нетология|89940|2021-06-21|18 мес.|https://netology.ru/programs/web-developer
Создание сайтов|Факультет Веб-разработки|GeekBrains|162000|2021-06-16|16 мес.|https://gb.ru/geek_university/web
Создание сайтов|Профессия Веб-разработчик|SkillFactory|66000|2021-06-16|12 мес.|https://skillfactory.ru/webdev
